	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
ABC_transporter_branched-chain_amino_acid_(TC_3.A.1.4.1)	0	0	23658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABC_transporter_dipeptide_(TC_3.A.1.5.2)	45038	0	0	0	0	0	0	0	0	0	0	0	7139	0	0	0	0	0	0	38597	0	0	0	0	0	0	0	0	0	0
ABC_transporter_of_unknown_substrate_X	9168	9594	12931	8577	12928	12664	2260	0	7498	274	3766	5874	5129	4145	7965	0	0	0	11591	10675	0	0	0	4234	0	0	3317	1809	7248	3121
ABC_transporter_oligopeptide_(TC_3.A.1.5.1)	36441	105461	99732	34767	111781	102336	0	0	56957	0	0	16966	16537	22499	11991	0	0	0	102351	35408	0	0	0	53837	0	0	42801	8124	75949	41654
ABC_transporter_peptide_(TC_3.A.1.5.5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0
ABC_transporter_tungstate_(TC_3.A.1.6.2)	0	0	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABC-type_iron_transport_system	1257	1869	1829	1285	1776	1697	684	0	998	0	0	0	2932	782	1984	0	0	0	1766	1254	0	0	0	1747	0	0	779	1254	959	813
Accessory_colonization_factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoin,_butanediol_metabolism	0	0	0	0	61241	0	0	0	0	28119	0	0	0	0	0	0	29504	0	0	0	27949	0	27710	0	33839	25902	0	0	0	0
Acetone_Butanol_Ethanol_Synthesis	68608	45044	39891	47011	55040	57064	20551	30165	55163	27056	18647	33461	58849	34304	11141	24995	30688	0	61898	46747	21281	24832	0	25775	0	0	25460	26512	58030	20778
Acetyl-CoA_fermentation_to_Butyrate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26568	0	0	0	0	0	0	0	0	0	0	0	0	0
Acid_resistance_mechanisms	13384	9109	9874	10302	11768	11663	10564	20413	11942	19296	8376	11458	16602	7163	11270	26123	18771	23640	13387	11912	18245	20169	19729	3845	17328	18683	11341	11706	10176	11391
Acyl-CoA_thioesterase_II	0	4385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adaptation_to_d-cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosyl_nucleosidases	22206	19412	17598	12031	18989	22109	0	10967	16233	13023	0	15854	19262	8376	10382	17342	14464	12900	22600	11718	11797	14706	14574	8425	11727	14590	9386	9810	18206	9082
Adhesins_in_Staphylococcus	0	0	3094	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0
Adhesion_of_Campylobacter	0	0	0	0	0	0	0	0	6528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27745	0	0	0	0	0	0	0	0	0	0	0	0	0
Alanine_biosynthesis	0	80525	0	0	0	99852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alginate_metabolism	11486	10736	10372	9057	10059	10912	0	34268	9618	38182	0	0	26414	6190	0	50907	42656	50512	11624	9630	36566	41992	42149	10048	36171	37958	17010	0	9597	10053
Alkanesulfonate_assimilation	7349	6653	9575	6749	5454	7242	2739	30015	9719	35654	0	0	5153	2272	2619	37014	37651	35664	7124	7894	34281	29085	37884	2898	44191	29872	1327	2435	5752	1296
Alkylphosphonate_utilization	0	0	0	0	0	0	0	0	0	0	0	4004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169	3113	0
Allantoin_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	9	0	0	29	0	0	0	0	0
Allophanate_hydrolase_2_and_Biotin_carboxylase_cluster	12922	14718	11705	10204	8283	10567	0	0	12929	10012	0	7158	0	3815	0	0	0	0	11641	7608	0	0	0	0	0	0	6496	2076	9985	6355
Alpha-acetolactate_operon	2520	2431	2009	2292	1922	1861	0	0	1029	0	0	0	0	0	0	0	0	0	3918	1378	2	0	0	0	0	0	0	0	2029	0
Alpha-Amylase_locus_in_Streptocococcus	4761	4685	4429	0	4718	4976	0	0	2896	0	0	0	0	3354	0	0	0	1716	5103	0	0	963	0	9079	0	0	0	0	3633	0
alpha-Fimbriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0
Aminoglycoside_adenylyltransferases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	9	0	210	0	0	0	0	0	0	0	0
Aminopeptidases_(EC_3.4.11.-)	60421	63073	56282	0	60496	68182	0	0	33627	0	0	0	0	23516	0	0	0	0	64137	0	0	0	0	46941	0	0	11104	0	50960	11193
Ammonia_assimilation	40961	55407	52750	48566	45496	53664	30302	0	51876	0	22861	59553	55756	26405	37078	0	0	0	53747	50943	53310	0	0	46899	0	0	28689	25485	36029	33064
AMP_to_3-phosphoglycerate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Anaerobic_benzoate_metabolism	16632	5464	3895	5770	15581	9757	1512	0	7642	0	4515	6053	7299	3681	3884	0	0	1834	17532	9600	731	0	0	1052	0	0	7175	4794	13206	2871
Anaerobic_Oxidative_Degradation_of_L-Ornithine	5781	4803	2690	4531	5701	5533	712	0	3556	0	1942	2647	991	872	146	0	0	0	7623	5188	0	0	0	1240	0	0	87	1153	4416	111
Anaerobic_respiratory_reductases	24542	18843	20318	22478	18885	21846	12105	0	19262	0	7602	21568	31246	12343	4676	0	0	0	25049	21506	0	0	0	10289	0	0	10215	16561	20969	10181
Archease2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	0	366	0	0	0	1027	0	0	0	0	0
Arginine_and_Ornithine_Degradation	0	0	0	88488	0	113859	0	0	0	55259	0	0	0	0	0	60459	61743	0	0	0	47609	0	0	0	0	39563	0	0	0	0
Arginine_Biosynthesis_extended	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77437	0	0	48047	0	0	0	48435	0	0	0	0	0
Arginine_Deiminase_Pathway	35881	39079	36341	34464	41888	41140	14160	4979	32669	6010	15188	23496	48164	16448	32111	3771	8556	6850	43008	43501	4814	4758	3247	28590	2368	0	10918	22684	29365	10828
Aromatic_Amin_Catabolism	0	507	401	386	0	0	785	0	0	0	0	330	23	0	0	0	1202	0	0	400	0	0	0	928	0	0	0	5	553	0
Aromatic_amino_acid_degradation	10937	7504	10122	8661	9215	9514	3893	5162	9999	4195	9283	12698	14468	6419	5258	8197	5780	7163	11176	10843	4664	6677	6053	6609	5294	7825	4260	7404	8906	3959
Aromatic_amino_acid_interconversions_with_aryl_acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29533	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsenic_resistance	0	0	0	0	0	0	0	6688	0	1548	0	0	0	0	0	39	1527	5587	0	0	0	6707	8733	0	1808	0	103	0	0	101
Aspartate_aminotransferase	0	0	0	0	0	0	0	37032	0	35350	0	0	0	0	0	39025	37918	44237	0	0	30419	37196	37149	0	34677	36130	0	0	0	0
At1g14345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7589	0	0	7549
At1g26220_At1g32070	7005	14060	13752	11481	14166	14584	50	3237	4600	3247	0	271	8922	4652	4738	4323	3701	3690	14828	6754	0	2097	0	5800	1387	0	3738	4317	5581	3711
At1g54520	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0
At1g69340_At2g40600	3762	6195	6103	0	16058	4055	3126	20513	0	21446	0	0	0	0	0	0	20899	0	8088	3789	0	21019	0	2611	17054	0	5124	0	3151	5020
At2g23840	63949	0	0	0	55725	0	0	0	0	28844	0	0	0	0	0	0	30123	0	65538	0	24344	0	29534	0	24036	30309	0	0	55801	0
At2g33980_At1g28960	20238	19971	16928	0	16437	20524	0	9930	0	8747	0	0	0	0	0	11898	9209	12386	20991	18503	7465	8544	8052	15438	7247	7987	13699	0	17084	13058
At3g21300	52950	43069	38876	46743	42510	49174	34757	19441	46404	18011	17791	28749	51641	31107	25731	24001	19475	22687	53527	49982	17317	18703	18635	30131	16065	17691	33971	25027	43221	33769
At4g10620_At3g57180_At3g47450	29799	24991	22368	18484	32832	25737	0	4507	20020	12741	0	0	12804	15044	4864	16547	7869	5396	30794	19984	14280	5416	14479	19957	14179	12893	18606	7496	23176	14287
At4g17370	0	36	43	0	0	30	0	0	0	0	2	0	0	0	17	0	0	0	0	14	3	0	0	11	0	0	8	2	12	5
At4g38090	19209	21562	19541	16949	19829	22651	7891	3351	18871	3757	1529	1851	13752	11731	1162	0	3918	4315	18482	16202	2552	3234	0	11652	2994	0	7568	1769	17311	7449
At5g04520_AT1G06240	0	69208	63205	0	0	75522	0	0	60799	0	43021	0	0	0	41261	0	0	0	0	62003	29335	0	0	54706	0	0	32501	37607	56202	33798
At5g11840_At5g67370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916	0	0	0	1941	0	0	0	0	0
At5g37530	121737	117129	108481	95843	118968	133968	77501	56794	108710	49911	59513	124096	152363	57909	84916	68577	53557	64006	127689	101466	44898	50082	53013	87518	43830	49012	69202	66158	100587	67592
At5g48545_and_At3g56490_At1g31160	3940	5227	3182	4296	3552	4864	2364	854	1733	937	1990	3892	4621	2651	1456	1158	788	965	6358	2994	1134	1023	1258	4407	0	0	3661	2005	4081	3542
At5g63420	0	0	0	106534	111664	0	0	0	109160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP-dependent_efflux_pump_transporter_Ybh	0	0	0	0	0	0	0	0	0	1059	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	5763	0	0	4463
ATP-dependent_Nuclease	24004	23772	23601	25381	24608	24864	10189	0	27150	2625	5081	22247	14868	8136	14864	0	0	0	33742	25471	0	1252	0	15988	0	0	20050	10273	19136	19811
ATP-dependent_RNA_helicases,_bacterial	41582	44524	39072	36563	42462	47742	27385	19827	37763	19928	27363	42523	57406	23664	31319	14632	20758	23364	46717	37001	17669	11898	18415	32209	16718	17871	21981	22016	35377	22084
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3141	0	0	0	0	2251	0	0	2854	0	0	0	0	0
Autotransporter_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	61	0	0	54	0	0	0	0	0
Bacterial_Cell_Division	269916	273045	259271	242609	283862	289635	137170	0	215411	0	83750	196856	260315	102801	134710	0	153652	0	311268	246473	0	141117	136075	182733	0	0	126798	112536	228419	102350
Bacterial_Chemotaxis	23784	20243	16181	15171	22333	22745	2597	1151	15726	1859	4765	5424	9832	12215	6664	946	2333	2996	25208	15417	1432	2102	1123	13463	0	0	11623	10821	18541	11459
Bacterial_cyanide_production_and_tolerance_mechanisms	11737	21324	21492	13054	17151	16323	7431	2828	13466	3168	10721	14642	24819	7515	20406	3596	3923	3077	26511	15320	2613	2807	3163	16567	2665	2832	8743	10101	16090	8874
Bacterial_Cytoskeleton	133230	140614	133508	126280	158248	145557	58230	125437	97620	109360	30649	81024	108938	24628	55009	121651	118333	147168	174080	123973	102819	109262	111428	85350	0	107473	76812	44814	112664	53768
Bacterial_hemoglobins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	129783	148705	136948	132213	136838	161010	90208	65155	120367	66773	86456	137621	158191	73571	99311	76987	64434	83676	146376	129990	52093	58184	57563	100730	55505	56563	91406	71775	120130	67366
Bacterial_signal_recognition_particle_(SRP)	43765	41344	38027	39051	37799	45172	40807	0	39945	18205	24635	58749	70288	25982	36668	22037	18762	24537	44068	41295	0	17712	17439	31729	13363	17971	26425	31943	37594	26272
Bacteriocin-like_peptides_Blp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	1113	0	0	0	0	0	0	0	0
BarA-UvrY(SirA)_two-component_regulatory_system	0	0	0	0	0	77767	66877	0	0	37433	0	0	0	0	64869	46678	42612	0	0	0	0	0	0	0	35547	37104	0	0	0	0
Benzoate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2333	0	0	0	0	0	0	0	0	0	0	0	0	0
Benzoate_degradation	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
Benzoate_transport_and_degradation_cluster	0	0	0	0	7044	0	0	0	9620	4355	0	0	0	0	0	0	293	514	9287	0	3148	0	0	0	3199	0	5801	0	0	6009
Beta-Glucoside_Metabolism	16034	8255	10195	7408	12314	13424	11398	25023	1985	21400	10416	12067	11104	7203	6509	33365	31296	26678	14573	8714	32128	18551	27025	12942	64041	31481	10525	6285	11588	10500
beta-glucuronide_utilization	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1944	0	0	0	1974	0	0	0	2360	0	0	0	0	0
Beta-lactamase	0	0	0	0	0	0	0	7925	0	0	0	0	0	0	0	0	14072	14102	0	0	14340	0	0	0	17059	0	0	0	0	0
Beta-lactamase_cluster_in_Streptococcus	63723	56257	50536	52912	64082	65973	0	0	52587	0	0	52823	0	0	0	0	22698	0	70363	57635	0	0	0	0	22174	0	0	0	51469	0
Bile_hydrolysis	0	0	0	0	0	0	0	0	0	4947	0	0	0	0	0	0	0	4760	0	0	0	3708	0	0	0	0	0	0	0	0
Bile_hydrolysis_related_cluster	0	0	0	0	0	0	0	4353	0	4947	0	0	0	0	0	4549	5397	4760	0	0	3934	3708	3717	0	2754	2896	0	0	0	0
Biofilm_Adhesin_Biosynthesis	2467	4895	4062	2953	3886	3711	0	0	2523	0	0	0	0	0	0	0	0	0	4354	3535	0	0	0	2718	0	0	0	0	1959	0
Biofilm_formation_in_Staphylococcus	0	5	2	0	0	0	3944	0	0	0	3024	3590	4039	0	2038	0	0	0	0	0	0	0	0	1404	0	0	0	1641	0	740
Biogenesis_of_c-type_cytochromes	25495	32697	35380	18588	33854	35080	12421	14392	26602	15424	6409	9346	35810	11376	12282	17797	17687	17192	22689	19940	14753	13844	18449	22390	16041	16920	9208	8215	34242	9101
Biogenesis_of_cbb3-type_cytochrome_c_oxidases	4397	2993	3581	2562	2889	3817	6146	0	4876	0	3868	0	11580	2786	0	0	0	0	864	2853	0	0	0	4100	0	0	0	2495	4530	0
Biogenesis_of_cytochrome_c_oxidases	6980	5871	6282	4611	5130	6700	4898	0	7311	0	3514	2155	11506	4275	2980	0	45	0	1676	3725	0	0	0	5594	0	0	0	2001	6976	121
Biotin_biosynthesis	0	53155	49148	18087	0	0	20522	68996	0	0	12730	31942	38641	12711	23605	0	64396	80208	0	0	65886	64930	73894	14874	82085	66633	0	16311	0	0
Biotin_biosynthesis_Experimental	26007	23250	21753	19918	21895	25846	21054	20390	25067	26742	13614	33018	41314	13864	25617	25995	25854	23503	25888	22554	21735	18388	24150	16654	33775	22484	16201	17231	23437	9311
Biphenyl_Degradation	17293	13815	13143	14220	12750	15698	12221	6153	12443	2972	10004	12724	20291	11698	5721	0	5404	5805	13180	14138	818	2131	7408	14526	1263	3258	6942	7733	15122	6674
BlaR1_Family_Regulatory_Sensor-transducer_Disambiguation	0	1421	1752	0	34603	0	0	0	0	0	0	0	0	0	0	19306	18285	13770	0	0	22390	13375	27428	0	36894	21759	3826	0	36753	0
Branched_chain_amino_acid_degradation_regulons	35777	28861	27830	28552	30672	35588	25186	21702	38911	20688	9092	30474	55985	20673	19165	26668	21638	27098	33180	25825	17258	20534	18344	23393	16736	20291	19317	22889	31632	19059
Branched-Chain_Amino_Acid_Biosynthesis	182340	0	0	0	173095	0	0	0	0	0	0	0	0	0	0	0	0	0	203460	0	0	0	0	0	0	0	94101	0	155596	0
Broadly_distributed_proteins_not_in_subsystems	2704	3804	3932	0	2990	3555	0	2941	0	4360	0	0	0	0	0	3908	4729	3232	6091	1732	4564	3120	5379	0	4390	5097	720	0	3950	0
Butanol_Biosynthesis	0	0	52176	57974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrate_metabolism_cluster	5891	0	0	0	6025	0	0	0	0	0	0	0	0	0	0	0	0	0	6652	0	0	0	0	0	0	0	0	0	4725	0
C_jejuni_colonization_of_chick_caeca	21802	19756	24152	20804	19724	22298	2309	0	23762	0	0	5966	33912	12851	3490	0	0	31272	22282	22150	0	0	0	16339	0	0	15713	848	19506	4538
Cadmium_resistance	17639	14454	12260	13910	16739	16521	5961	0	10146	32	7366	11242	13520	10785	2644	0	0	0	16282	10658	10	0	0	8973	0	0	9639	8124	14274	9302
Calvin-Benson_cycle	157281	149111	131558	142037	144912	164849	133871	84546	144687	76395	124149	189457	258161	89515	136989	94470	83133	99765	161615	145054	71368	76113	77172	119434	65091	75144	87897	112589	132720	86247
cAMP_signaling_in_bacteria	25300	25924	24301	23973	30854	30606	13970	19799	21696	20053	15454	21461	26539	13150	13930	22555	21653	21211	26597	24987	19462	18588	23906	19313	21713	22197	16518	12534	20742	16709
Campylobacter_Iron_Metabolism	43183	46835	50318	38114	47393	46451	5433	0	30564	0	0	29377	0	25757	17748	0	0	0	47792	36502	0	0	0	32433	42056	0	0	18877	33791	0
Capsular_heptose_biosynthesis	20534	21989	21617	18889	19139	23188	10441	21494	19464	19151	9797	12567	37037	12846	10391	18663	17108	22487	22175	21070	15999	14955	19439	11526	15420	14651	7906	8742	17870	7778
Capsular_Polysaccharide_(CPS)_of_Campylobacter	8965	6534	5471	5833	8221	8199	0	0	8886	0	0	0	0	5113	0	0	667	0	7064	4976	0	27	0	1121	94	0	0	0	8408	0
Capsular_Polysaccharides_Biosynthesis_and_Assembly	22566	17204	12892	14542	20606	23498	9330	0	21784	32845	712	356	14976	13071	2201	0	0	27307	13269	12421	0	0	0	2898	0	0	0	4177	21926	0
Capsular_surface_virulence_antigen_loci	2	0	0	0	0	0	0	60	0	58	0	0	0	0	0	60	80	51	0	0	43	34	49	19	62	0	0	0	0	0
carbazol_degradation_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3721	0	0	0	0	0	0	0
Carbon_monoxide_induced_hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Carbon_Starvation	19269	20276	20124	17065	22562	23915	15050	6249	22684	6687	0	0	35769	11554	0	6807	7259	8380	0	19503	4705	6256	5344	19206	4360	5043	9502	0	16481	9223
Carboxysome	99	51	9	22	13104	91	19	9147	85	9548	112	89	156	0	55	11771	9523	10189	23509	23	10221	8692	9975	24	9193	8909	67	105	6748	81
Cardiolipin_synthesis	0	0	0	0	0	0	0	14515	0	13837	0	0	0	0	0	17186	14864	16147	0	0	12598	15135	15123	0	12067	15052	0	0	0	0
Carnitine_Metabolism_in_Microorganisms	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1120	59	0	0	0	23	0	9	86	0	0	0	0	0
Carotenoids	22139	22049	21529	0	19945	24324	0	0	3370	0	0	0	0	1699	0	0	14276	0	0	1839	0	13144	0	18315	9689	0	0	0	19858	0
Catechol_branch_of_beta-ketoadipate_pathway	0	223	221	0	0	0	0	0	0	0	0	0	0	0	0	5292	3230	0	0	0	0	0	0	151	3944	0	0	0	122	0
CBSS-138119.3.peg.2719	64104	64819	59397	56439	59067	70196	41698	32910	65661	28979	43220	63746	74759	26354	37588	33669	31091	37284	72220	51591	24584	29199	28527	44277	24999	28802	30124	34229	56189	30142
CBSS-159087.4.peg.2189	0	0	17	121	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBSS-160492.1.peg.550	11334	28880	28843	10824	24923	26737	0	5705	12425	5168	0	0	0	7417	0	6255	5443	7122	27938	11196	4270	5555	5291	0	3817	5039	0	0	22440	0
CBSS-176279.3.peg.1262	1234	1165	1034	1040	1311	1276	495	0	672	0	663	885	1095	958	443	0	0	6	1438	1018	0	0	0	953	0	0	796	562	967	730
CBSS-176279.3.peg.868	26257	24148	21612	24539	26897	26403	22289	10652	23495	9914	23999	35324	41122	16069	21323	11866	10135	13291	26575	25118	10586	9943	9435	17827	9679	9149	17905	19357	22529	17842
CBSS-176280.1.peg.1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27109	0	0	0	0	0	0	0	32189	0	0	0	0	0
CBSS-176299.4.peg.1292	68309	79974	74891	60038	75987	72895	0	0	66361	0	0	0	0	0	0	0	0	0	82672	57665	0	0	0	0	0	0	42016	0	57419	41283
CBSS-176299.4.peg.1996A	14410	12818	11892	1154	14068	14954	434	0	5807	0	0	1260	2206	727	1282	0	0	0	14137	1138	0	0	9686	1326	10769	0	1022	954	11520	944
CBSS-176299.4.peg.1996B	70105	64941	59746	51360	60029	69957	58655	44080	65828	35711	42199	56962	100588	36886	52160	47941	41098	50969	70805	54696	39943	36022	38501	54257	31153	40909	29427	32941	60230	42549
CBSS-188.1.peg.9880	12852	12217	11504	11302	10941	13437	0	6309	11184	9652	0	0	0	8072	0	7811	9283	7842	13292	11626	9026	7151	5879	9691	7207	5287	0	0	11192	0
CBSS-193567.1.peg.90	7190	6985	6093	5815	6083	6759	2449	0	3311	3	0	4375	4958	5400	2412	0	0	0	8409	5214	0	0	0	4677	0	0	3922	0	5881	3922
CBSS-194948.1.peg.143	22125	20236	14881	16028	13266	21665	0	21974	0	22087	0	0	0	0	0	32746	24620	28190	17758	0	21634	21940	20089	20590	20499	20316	156	0	20253	194
CBSS-196164.1.peg.1690	31589	28435	23732	30845	24788	31452	29332	45745	30557	41972	31822	45973	46262	19999	23888	55612	43538	53472	34287	31666	40946	43161	45677	25102	41731	43433	30096	16153	26995	29928
CBSS-196164.1.peg.461	0	0	0	0	0	0	0	0	0	0	0	0	0	9808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBSS-196620.1.peg.2477	13929	11569	8939	11327	43589	15738	21668	31861	14415	0	0	0	37620	8844	0	34596	0	39228	0	8732	24464	30158	28925	18105	31182	0	1108	0	50227	1097
CBSS-198094.1.peg.4426	0	0	0	0	0	0	0	15809	0	0	0	0	0	0	0	18928	15571	17511	0	0	13109	15699	15578	0	0	0	0	0	0	0
CBSS-203122.12.peg.188	30529	23604	21417	17642	26300	30146	0	0	4031	0	0	0	1066	0	0	0	0	0	25363	0	0	0	0	13963	0	0	2475	238	26916	2548
CBSS-211586.1.peg.3133	13487	16023	16087	6538	20153	16035	0	0	0	0	0	0	5120	0	3362	0	0	8527	15126	7498	0	0	7434	4629	0	0	2127	0	13040	2054
CBSS-214092.1.peg.3450	288	216	210	181	143	293	0	0	0	0	0	0	0	224	0	0	453	0	68	0	0	9	0	181	17	0	0	0	296	0
CBSS-216592.1.peg.3534	10871	7829	6807	0	0	7824	0	0	8806	0	0	0	0	0	0	5859	1074	0	8139	0	4764	0	0	8839	4461	0	0	0	9851	0
CBSS-222523.1.peg.1311	53101	61189	56402	55292	56977	66217	43758	32136	54189	29645	46332	65045	85654	32814	43131	37715	30786	38498	64239	58370	26346	29001	29438	48465	27567	29048	39852	39051	53184	39589
CBSS-224911.1.peg.435	2334	2758	3125	2057	2369	2853	2423	0	2413	3678	0	2671	5741	1545	3112	4518	3409	0	1980	2207	3734	0	0	2741	3547	0	1112	1933	2070	1165
CBSS-228410.1.peg.134	9327	8800	3049	3107	7339	9400	0	8863	2509	8198	0	0	0	1824	0	11578	9036	10282	6996	3184	8325	8792	9210	3305	9482	7983	3395	0	7876	3382
CBSS-243265.1.peg.198	35623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17264	0	0	16877
