	mgm4472160.3::Tongue dorsum	mgm4472167.3::Tongue dorsum	mgm4472253.3::Tongue dorsum	mgm4472255.3::Tongue dorsum	mgm4472304.3::Tongue dorsum	mgm4472305.3::Tongue dorsum	mgm4472312.3::Supragingival plaque	mgm4472337.3::Stool	mgm4472353.3::Tongue dorsum	mgm4472361.3::Stool	mgm4472397.3::Supragingival plaque	mgm4472419.3::Supragingival plaque	mgm4472428.3::Supragingival plaque	mgm4472444.3::Supragingival plaque	mgm4472462.3::Supragingival plaque	mgm4472464.3::Stool	mgm4472467.3::Stool	mgm4472473.3::Stool	mgm4472484.3::Tongue dorsum	mgm4472495.3::Tongue dorsum	mgm4472580.3::Stool	mgm4472586.3::Stool	mgm4472682.3::Stool	mgm4472751.3::Supragingival plaque	mgm4472934.3::Stool	mgm4473326.3::Stool	mgm4473472.3::Supragingival plaque	mgm4473666.3::Supragingival plaque	mgm4478487.3::Tongue dorsum	mgm4478571.3::Supragingival plaque	Stool::group_mean	Supragingival plaque::group_mean	Tongue dorsum::group_mean	Stool::group_sd	Supragingival plaque::group_sd	Tongue dorsum::group_sd	Kruskal-Wallis::stat	Kruskal-Wallis::p	Kruskal-Wallis::fdr
Streptococcus_pyogenes_Virulome	0.476600178825529	0.462556601041038	0.447584173030374	0.435318660889323	0.463292610665742	0.470123467450174	0.402546585634177	0.299695571074729	0.434075130255047	0.291968110051755	0.415778583550421	0.434150541050925	0.461345640265121	0.43399656325836	0.404817685897704	0.289690775270925	0.286413253044223	0.104667314382405	0.472623812898441	0.463385057248602	0.108735812617283	0.213491739236894	0.128725954950927	0.428122172590505	0.360185973569902	0.12477114553049	0.412035376940784	0.387652701665952	0.424223257550694	0.411612250841673	0.220834564972953	0.419205810169562	0.454978294985496	0.0963596565517766	0.0208122502228087	0.018346866240104	23.9070967741935	6.43635361473573e-06	0.00422868432488138
Dipeptidases_(EC_3.4.13.-)	0.361396235331298	0.459582855042631	0.455407089651058	0.350248508734257	0.460022963293471	0.365321924701245	0.045854208389371	0.53024926578574	0.348818905157391	0.515887458147677	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.350489796705947	0.0423540706153011	0.564824072686729	0.477370224970853	0.532746090640545	0.48183639866316	0.455983680135452	0.516037804009552	0.511924747699517	0.565381008878641	0.414475303578077	0.502312828568397	0.549362364847327	0.045854208389371	0.047229037265835	0.329615461153236	0.0447954884879519	0.526609586623498	0.11443270072887	0.40682340218632	0.0278675065672498	0.142122652303223	0.059935258542503	23.6362260792167	7.36985121708168e-06	0.00481988269597142
CBSS-89187.3.peg.2957	0.444193624432391	0.481272433105609	0.474240545151632	0.429170647822199	0.468063829640675	0.486153579565998	0.045854208389371	0.108304167685077	0.441136777567997	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.0681727508208824	0.104667314382405	0.435684898573834	0.440987435072051	0.108735812617283	0.100217779351	0.128725954950927	0.419079084591629	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0.437500188383221	0.0447954884879519	0.105667044340492	0.0846782125320767	0.453840395931561	0.0167574043814897	0.117551566625455	0.0211869779616813	23.4890965732087	7.93245261840438e-06	0.00517989155981806
(GlcNAc)2_Catabolic_Operon	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.341053261154946	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.0681727508208824	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.286706650510225	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.148567644656476	0.0475053126303122	0.0351501256132365	0.0895680153026481	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
2-Ketogluconate_Utilization	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.248155472792345	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.123665316537639	0.0475053126303122	0.0351501256132365	0.0449506489753686	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
2-phosphoglycolate_salvage	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.262313652511775	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.125081134509582	0.0475053126303122	0.0351501256132365	0.0493182006616673	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
A_toxin-antitoxin_module_cotranscribed_with_DinB	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.261314385747446	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.124981207833149	0.0475053126303122	0.0351501256132365	0.0490092951963088	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
ABC_transporter_peptide_(TC_3.A.1.5.5)	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.300596262502909	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.128909395508695	0.0475053126303122	0.0351501256132365	0.0612071206669605	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Acetyl-CoA_fermentation_to_Butyrate	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.518124143537734	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.150662183612178	0.0475053126303122	0.0351501256132365	0.129527648899688	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Adhesins_in_Staphylococcus	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.326203575899976	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.131470126848402	0.0475053126303122	0.0351501256132365	0.0692016734311916	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.522368169846563	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.151086586243061	0.0475053126303122	0.0351501256132365	0.130865475244849	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
alpha-Fimbriae	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.0681727508208824	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.244048984549771	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.12005016486037	0.0475053126303122	0.0351501256132365	0.0466409699998099	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Aromatic_amino_acid_interconversions_with_aryl_acids	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.528566394171851	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.151706408675589	0.0475053126303122	0.0351501256132365	0.132819469277285	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.365906090099287	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.135440378268333	0.0475053126303122	0.0351501256132365	0.0816369470913543	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Bacteriocin-like_peptides_Blp	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.321174771755129	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.339380694396773	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.154883537938494	0.0475053126303122	0.0351501256132365	0.0930560149445314	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Benzoate_catabolism	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.352165341632766	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.134066303421681	0.0475053126303122	0.0351501256132365	0.0773288107673932	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Benzoate_degradation	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.226135888640243	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.121463358122429	0.0475053126303122	0.0351501256132365	0.0382084640475437	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
beta-glucuronide_utilization	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.344282538495736	0.104667314382405	0.0359862323971546	0.0453098845977158	0.371383300912317	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.159542771937481	0.0475053126303122	0.0351501256132365	0.105213327654721	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Beta-lactamase	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.461396157195992	0.506255547106892	0.0359862323971546	0.0453098845977158	0.514144242118967	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.225689051200621	0.0475053126303122	0.0351501256132365	0.18586919135313	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Beta-lactamase_cluster_in_Streptococcus	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.503113381795887	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.537466993509794	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.193314318090206	0.0475053126303122	0.0351501256132365	0.172762232171179	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Capsular_heptose_biosynthesis	0.468975637294431	0.470728454041864	0.470080784847535	0.454374748555052	0.453420627046067	0.47379573403753	0.420260270450945	0.108304167685077	0.470370818712429	0.102819021517671	0.42194562179599	0.439066583339521	0.526090867412648	0.436776897487302	0.417466702663809	0.114321609561524	0.0681727508208824	0.104667314382405	0.469593079594299	0.473365441381873	0.108735812617283	0.100217779351	0.128725954950927	0.428201804009356	0.0959348869876653	0.12477114553049	0.402322085309519	0.409529222519983	0.422708685437959	0.400645039538591	0.105667044340492	0.430230509452766	0.462741401094904	0.0167574043814897	0.0360985356949308	0.0158333098819705	22.8877419354839	1.07149460104313e-05	0.00572710244169433
CBSS-176280.1.peg.1561	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.520091815102658	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.577277961310638	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.198993258200967	0.0475053126303122	0.0351501256132365	0.185020624727969	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
CBSS-261594.1.peg.788	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.0681727508208824	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.411028741221479	0.128725954950927	0.047350085573984	0.432016750207604	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.170356326849534	0.0475053126303122	0.0351501256132365	0.133460668265563	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
CBSS-316057.3.peg.3521	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.0681727508208824	0.405235993250679	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.13572391222732	0.0475053126303122	0.0351501256132365	0.0961675031933263	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
CBSS-630.2.peg.3360	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.383810042979999	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.100217779351	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.137230773556404	0.0475053126303122	0.0351501256132365	0.0872558887155925	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Cellulosome	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.108304167685077	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.612483347350806	0.104667314382405	0.0359862323971546	0.0453098845977158	0.108735812617283	0.576195718107164	0.128725954950927	0.047350085573984	0.0959348869876653	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.207695897869101	0.0475053126303122	0.0351501256132365	0.204192966248711	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
Chlorobenzoate_degradation	0.0427944025256857	0.0381637058017326	0.0390843938522618	0.0333588964043466	0.0308999006337351	0.0364983693356204	0.045854208389371	0.395222435510078	0.0494054705841127	0.102819021517671	0.0539919735537788	0.0531914972926766	0.0460914230103878	0.0483411337244649	0.0423540706153011	0.114321609561524	0.351727429352012	0.397496578981196	0.0359862323971546	0.0453098845977158	0.108735812617283	0.378401818239434	0.128725954950927	0.047350085573984	0.398267345862224	0.12477114553049	0.045854208389371	0.047229037265835	0	0.0447954884879519	0.250048915212284	0.0475053126303122	0.0351501256132365	0.142235943265112	0.00359843024161575	0.0135349413875315	23.2851802403204	8.78389945045143e-06	0.00572710244169433
