	mgm4472473.3..Stool	mgm4473326.3..Stool	mgm4472464.3..Stool	mgm4472580.3..Stool	mgm4472682.3..Stool	mgm4472361.3..Stool	mgm4472467.3..Stool	mgm4472934.3..Stool	mgm4472586.3..Stool	mgm4472337.3..Stool	mgm4472167.3..Tongue.dorsum	mgm4478487.3..Tongue.dorsum	mgm4472160.3..Tongue.dorsum	mgm4472495.3..Tongue.dorsum	mgm4472353.3..Tongue.dorsum	mgm4472255.3..Tongue.dorsum	mgm4472253.3..Tongue.dorsum	mgm4472304.3..Tongue.dorsum	mgm4472305.3..Tongue.dorsum	mgm4472484.3..Tongue.dorsum	mgm4472444.3..Supragingival.plaque	mgm4472751.3..Supragingival.plaque	mgm4473666.3..Supragingival.plaque	mgm4478571.3..Supragingival.plaque	mgm4473472.3..Supragingival.plaque	mgm4472312.3..Supragingival.plaque	mgm4472462.3..Supragingival.plaque	mgm4472419.3..Supragingival.plaque	mgm4472428.3..Supragingival.plaque	mgm4472397.3..Supragingival.plaque
Xanthosine_utilization_(xap_region)	0.391329290949753	0.357375416636557	0.400010124103527	0.365838505456795	0.374532207434608	0.376545646268672	0.334055744283289	0.0669488829126648	0.387758957210367	0.386030116950047	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
L-fucose_utilization_temp	0.662318743817074	0.669145778616326	0.704677391522407	0.68468652635744	0.690074430866161	0.675723434414895	0.572092221474018	0.630167001854969	0.665036821493038	0.666421248185451	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.401328125177306	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Polysaccharide_deacetylases	0.426188181872089	0.0907785306128783	0.0838754037105246	0.415602494496038	0.0844551006699989	0.0771252700732337	0.374454930619026	0.390825539980109	0.409763352515121	0.419532914536074	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Phage_neck_proteins	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.0227774096948202	0.0669488829126648	0.0767742310000238	0.0814134214275982	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.161967272025495	0.289438183767639	0.26508513961276	0.289378855725712	0.283887561986538	0.0844551006699989	0.330113537368044	0.34517782022628	0.26513869463236	0.101629560794341
CBSS-323850.3.peg.3284	0.431776765390897	0.429104979902206	0.444378583116276	0.419960425026168	0.425844916061802	0.411044726100281	0.365021010839781	0.406429455194736	0.421178101837411	0.42363076458576	0.254782857960965	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.34694191569331	0.261765290445875	0.261160821863947	0.33896314022026	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Xyloglucan_Utilization	0.624584710959546	0.623706721418818	0.663226059617078	0.636428559249906	0.644217917109336	0.629907082353212	0.533130270326591	0.586158116431363	0.630133130166387	0.622825400339316	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Plasmid_replication	0.698665015699098	0.0907785306128783	0.0838754037105246	0.61783249860563	0.668740973811723	0.519404968484348	0.536645943760131	0.552115266392243	0.641979226459023	0.5753444805402	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Predicted_carbohydrate_hydrolases	0.650381112909402	0.670217715748461	0.675828708591592	0.657950726199492	0.674498963940239	0.641023259532722	0.559375460387427	0.63335355376049	0.627723433548331	0.65527429568044	0.425663116265731	0.439632086849501	0.466503151557527	0.490803382924046	0.479358954452737	0.497072192507742	0.467106095298126	0.459627658236379	0.445836819692125	0.452907901759887	0.492844760309347	0.50022535143547	0.519564894813627	0.514116830894088	0.513394503217969	0.502120030453937	0.437705904265236	0.55584436598866	0.550935681334052	0.526910107108826
The_mdtABCD_multidrug_resistance_cluster	0.594181516975719	0.589890795937254	0.627371080498295	0.601365412252015	0.602237822150139	0.599101482735045	0.510981946066597	0.540800951227844	0.583292002592502	0.593484929909591	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
CoA-disulfide_reductase_(EC_1.8.1.14)_containing_cluster	0.502285883447757	0.527362127295264	0.529333673850416	0.48281566434597	0.51656171165806	0.472008849223017	0.420126315096893	0.507701776823209	0.48013935241599	0.493279465602372	0.278487857213861	0.316266903909054	0.32751669641437	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.275373535698434	0.379732590357296	0.344841139851946	0.346554942847527	0.275813428161546	0.316664430265444	0.365169534663223	0.370092449101348	0.359103449922402
Iron_Scavenging_cluster_in_Thermus	0.392705689039514	0.40838136595399	0.41440889025939	0.394947944763968	0.393103324503184	0.358137449671486	0.331654741472539	0.405371386623248	0.376455408103293	0.383436219577299	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
CBSS-320372.3.peg.6046	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.449349449512773	0.429222208105419	0.499057036246458	0.0814134214275982	0.519934834501162	0.509386920073852	0.528011094312772	0.591339481855593	0.565709365130413	0.560610471531964	0.545896419402041	0.533252075780856	0.526543865408419	0.528636322760415	0.553901263460665	0.562567175095192	0.611117599538095	0.568932466576674	0.569705233223481	0.656066179601369	0.615443952046104	0.706555295842667	0.693439354360638	0.690948439788431
Polyglycerolphosphate_lipoteichoic_acid_biosynthesis	0.24059803080025	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.202917642659832	0.0227774096948202	0.0669488829126648	0.0767742310000238	0.0814134214275982	0.385613741850763	0.392195288204767	0.411579067114196	0.430698287809797	0.367219594263689	0.413078020185663	0.395252407292979	0.396013594962191	0.393884636486403	0.423482488376102	0.442788896732307	0.407619095818166	0.408991157823642	0.42792291611896	0.428467566535343	0.434836792450102	0.419095799699622	0.452301921084864	0.455155539998982	0.47074380781277
L-fucose_utilization	0.734972176094839	0.750296723929242	0.777020960456336	0.749484266211019	0.765197269271899	0.74210311966418	0.642887142094672	0.701405174781101	0.728631181548388	0.739884154107625	0.381054805090325	0.383170202881862	0.399757226113722	0.432015395766874	0.431098988473494	0.437382051024282	0.392288125339186	0.417174815176707	0.425679618948	0.414768083896326	0.41723349369535	0.552909177303446	0.505979340941343	0.444388251491754	0.439660618759075	0.445632456497342	0.599136860087421	0.552104682871563	0.592162891487139	0.518922947813006
D-Galacturonate_and_D-Glucuronate_Utilization	0.0773152403560009	0.918323823057582	0.92332013007453	0.916449098085051	0.935664113678966	0.907246388693003	0.811726540083412	0.828881325793846	0.889585199304188	0.935580249465164	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.479098550252141	0.525470151393243	0.0767742310000238	0.0814134214275982	0.534721332880021	0.542965099286087	0.565746897836639	0.0538271309991673	0.585894878659397	0.599971084992073	0.550709369254348	0.536971365354727	0.557624348266886	0.574476230961601	0.598294310404711	0.583624732776619	0.630250955225599	0.602084383894891	0.603099324999798	0.652502017168204	0.650768138359872	0.719057896586247	0.722522065944476	0.707413451803753
Maltose_and_Maltodextrin_Utilization	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.872561419209058	0.778685519087452	0.857146613240657	0.874424029190973	0.885973801337921	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Cardiolipin_synthesis	0.548246198012646	0.566242478032248	0.569029989094652	0.525896447153932	0.553788723077521	0.529218564275685	0.464095604840122	0.497344409503602	0.539309762050855	0.542798189796384	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Flavohaemoglobin	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.3384696807834	0.270680549165952	0.0669488829126648	0.0767742310000238	0.0814134214275982	0.45822432642707	0.466210292560434	0.476891576927587	0.49573925710292	0.510457398064743	0.48058376852936	0.4720003704718	0.463633581860336	0.482237024824758	0.47107384368387	0.492617265444727	0.519959023064858	0.561893022229543	0.517288393602111	0.520392441652471	0.583406712210218	0.5828674377395	0.62106457407601	0.655716602857717	0.623941846625042
p-Aminobenzoyl-Glutamate_Utilization	0.378065668207085	0.392908766461593	0.387609865132064	0.373730815997268	0.380412713080239	0.342545598577069	0.322294686241833	0.359383890413714	0.374781413942217	0.374428381592801	0.278583169729761	0.295829574076608	0.308001899473301	0.316167327923158	0.296380801838024	0.316501203082441	0.284989426629748	0.298304086169868	0.299415183768758	0.311301910800185	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
COG3760	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.0227774096948202	0.0669488829126648	0.0767742310000238	0.0814134214275982	0.353959278091615	0.33902138502827	0.352865157326736	0.39116947189128	0.358910218039761	0.371566171653199	0.365624980431765	0.364890700301812	0.366441314988527	0.372497581091298	0.361391826614193	0.310655857539871	0.315113043891521	0.322355638053148	0.322412684242259	0.304758644773012	0.326235098215529	0.337102265796444	0.0721767627408537	0.101629560794341
Inorganic_Sulfur_Assimilation	0.689637296315984	0.0907785306128783	0.609062593473456	0.648595271160232	0.597473010472407	0.649507332806667	0.564858462339064	0.600913661566527	0.0767742310000238	0.601568240990965	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Streptococcus_pyogenes_virulence_regulators	0.388794439242141	0.362548113943639	0.375243973528922	0.349956952802492	0.360237115169914	0.350004743222098	0.320717306117412	0.303135097686064	0.373075061889961	0.379970579556575	0.405610245975163	0.401591490273745	0.414378502720391	0.426523416573755	0.407833993966252	0.444899790414463	0.423954145178805	0.394327675320821	0.401898782769548	0.420792786446112	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Chlorobenzoate_degradation	0.400419200150868	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.337003208013619	0.400261563526888	0.381838056610981	0.397985950417383	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Multidrug_Resistance_Efflux_Pumps	0.874254841974776	0.881130981996259	0.905353289783531	0.836583007001042	0.864816591000051	0.829690093240403	0.728065064868935	0.818543937847702	0.802374532074853	0.86117819590209	0.592184915902506	0.596569568408763	0.621337304155366	0.594673919340287	0.60657445006894	0.596124081165607	0.634771662793244	0.575655076428352	0.614508282109758	0.562489420343593	0.593633205378321	0.481197364674098	0.362499139591625	0.374771264538155	0.377024166660704	0.357620712913443	0.321377326006571	0.38524492547987	0.370040346697807	0.346334584654169
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	0.393167725941024	0.414317160619527	0.383923714414153	0.37554748686376	0.41151767476852	0.388286370534476	0.365721061663828	0.389208048964276	0.377357771814563	0.403638492406301	0.426348719672585	0.434236856604066	0.458611847970606	0.479277706427138	0.440296893042716	0.460826650815085	0.432995824393244	0.445904648343666	0.447834812766224	0.457006914179898	0.481277345077162	0.489625471557211	0.481292374521488	0.502210667934298	0.506960199194204	0.504739155170628	0.431482314686429	0.509114273247155	0.54502379098439	0.460296291510064
Arsenic_resistance	0.438425512134366	0.0907785306128783	0.222474537508217	0.0814309659543559	0.490656855447469	0.351917642349437	0.317582045507285	0.352349566398574	0.45362307862482	0.459792378599814	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.244919479136281	0.245591056608386	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Unknown_carbohydrate_utilization_(_cluster_Ydj_)	0.425741818308153	0.440621887095879	0.453645806437915	0.397624511806834	0.455367303940736	0.404498448834704	0.385768085273971	0.425449231236114	0.417075302963581	0.416875425564528	0.480732989743722	0.479609862762872	0.502408215720273	0.529570723163047	0.492173558155492	0.51593969410228	0.490721291560921	0.48189319534278	0.491644197308906	0.493895100258432	0.534045328939213	0.508831594970123	0.548336266277748	0.507289293728208	0.510312268637181	0.558687658340232	0.545805889764784	0.608441324146022	0.622317711767788	0.612142293639637
Polyadenylation_specificity_factor	0.266287313071954	0.216631839543639	0.0838754037105246	0.138520768249331	0.0844551006699989	0.0771252700732337	0.14777828951613	0.17483022371678	0.0767742310000238	0.222094926206988	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Spore_Coat	0.257438138763375	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.311424563952192	0.243642209382653	0.0669488829126648	0.265861333240875	0.263725194810305	0.375034753578683	0.378088753653775	0.394445227791338	0.413633680079217	0.395605673644634	0.399986256476763	0.387706672024631	0.385064536014303	0.387792208675763	0.403392668573565	0.403338110396434	0.404089872402482	0.431152661434589	0.452480388454448	0.453535661618702	0.454619133492927	0.468183325521673	0.482923687490811	0.499928549630657	0.494189929385563
Protein_degradation	0.711916172518703	0.702585330820774	0.738115874738607	0.698350212262878	0.707017022556092	0.691211291153598	0.583036684117498	0.649031104644258	0.674659937898651	0.693077878291991	0.488444593833839	0.499509730461424	0.510231333174782	0.511119870253767	0.497644740852011	0.528716744422887	0.509006454389411	0.494875416333852	0.511200464344087	0.511940185068433	0.541436892435236	0.537780001150554	0.527530913178671	0.530869033522351	0.535183173125635	0.548987514798945	0.517892473299487	0.522672985361952	0.57911766945544	0.532679741607877
Phosphoenolpyruvate_phosphomutase	0.442329534736663	0.504811075096071	0.472431802656115	0.432784379809214	0.447865236584689	0.42834697364613	0.385483123676241	0.52835946798031	0.434970711814307	0.435703684422835	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Peptide_methionine_sulfoxide_reductase	0.439639642228715	0.449046417966849	0.46693920930804	0.417047243452089	0.448398473983281	0.42274034656224	0.373226931332359	0.427686837473027	0.428538415057512	0.423002017809952	0.523352615969823	0.522146134124131	0.550213927506113	0.575538806624096	0.522659358152216	0.567352843983129	0.531320449914487	0.528641455075566	0.537125032679653	0.543355936691624	0.593751570256774	0.577175755483094	0.616102309738374	0.57497521081163	0.57881209078955	0.614596867037114	0.602134643140792	0.689358319893595	0.693818908054467	0.69472980148144
SecY2-SecA2_Specialized_Transport_System	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.0227774096948202	0.0669488829126648	0.0767742310000238	0.0814134214275982	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.374796936598214	0.474324331541425	0.364367604207217	0.374898357344461	0.382271325751409	0.373934308196166	0.430985009102869	0.453876302207897	0.466855919006466	0.501566107602336
L-rhamnose_utilization	0.872463365943125	0.884523967445085	0.894518629851392	0.883475756370231	0.901540391018074	0.896863123635913	0.785803766651873	0.798716131299312	0.848220972459029	0.885358952908781	0.443801117359836	0.466912871844696	0.477164583053709	0.518250655355443	0.529931619039312	0.49585441089715	0.463537306409415	0.445517310159331	0.474917850565185	0.455235987165613	0.492958391081794	0.59619765776778	0.581774731311996	0.523185997822672	0.523506449310873	0.638330621231805	0.630421598817476	0.694860781375564	0.704535181179855	0.694612769148832
Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes	0.0773152403560009	0.0907785306128783	0.0838754037105246	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.0227774096948202	0.0669488829126648	0.0767742310000238	0.0814134214275982	0.758802615311135	0.781186548659512	0.810387021452908	0.877994636031526	0.84740553349742	0.84156655206036	0.773400609425033	0.773078490716461	0.805193682266564	0.808785956550858	0.828620490934001	0.830946890726049	0.886505604024608	0.842303343197894	0.844976813722046	0.92888515247228	0.914888369929466	0.965861027568151	1	0.935889271255706
